536100,667709842	-76142,8821742645	0	0	0	0	0	-191907,451680656	-268050,333854921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-76142,8821742645	1072201,33541968	-76142,8821742645	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-76142,8821742645	1072201,33541968	-76142,8821742645	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	-76142,8821742645	1072201,33541968	-76142,8821742645	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	-76142,8821742645	1072201,33541968	-76142,8821742645	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	-76142,8821742645	1072201,33541968	-76142,8821742645	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	-76142,8821742645	536100,667709842	0	0	0	0	0	-268050,333854921	-191907,451680656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-191907,451680656	-268050,333854921	0	0	0	0	0	1072201,33541968	-152285,764348529	0	0	0	0	0	-191907,451680656	-268050,333854921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	-152285,764348529	2144402,67083937	-152285,764348529	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	-152285,764348529	2144402,67083937	-152285,764348529	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	-152285,764348529	2144402,67083937	-152285,764348529	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	-152285,764348529	2144402,67083937	-152285,764348529	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	-152285,764348529	2144402,67083937	-152285,764348529	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	-268050,333854921	-191907,451680656	0	0	0	0	0	-152285,764348529	1072201,33541968	0	0	0	0	0	-268050,333854921	-191907,451680656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	-191907,451680656	-268050,333854921	0	0	0	0	0	1072201,33541968	-152285,764348529	0	0	0	0	0	-191907,451680656	-268050,333854921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	-152285,764348529	2144402,67083937	-152285,764348529	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	-152285,764348529	2144402,67083937	-152285,764348529	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	-152285,764348529	2144402,67083937	-152285,764348529	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	-152285,764348529	2144402,67083937	-152285,764348529	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	-152285,764348529	2144402,67083937	-152285,764348529	0	0	0	0	-268050,333854921	-383814,903361313	-268050,333854921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
