0
0
10
10
20
20
30
30
40
40
50
50
60
60
70
70
2,85714285714286
2,85714285714286
-7,456240272102E-18
-4,28710825666123E-19
-1,53316319904277E-17
-8,81648246927649E-19
-1,45141360147279E-17
-8,34612564106795E-19
-1,55239647215037E-17
-8,92677481953043E-19
-1,88263436967531E-17
-1,0826195304928E-18
-1,06344574336847E-17
-6,11437498910545E-19
70,0582847727956
70,0582847727956
5,71428571428571
5,71428571428571
11,5175110689979
11,5175110689979
20,8003139693729
20,8003139693729
30,5393690377599
30,5393690377599
40,4061017820884
40,4061017820884
50,3254712965958
50,3254712965958
60,2714945992257
60,2714945992257
70,2328488758963
70,2328488758963
