-659723,560929607	-329861,780464804	0	0	0	0	0	-329861,780464804	-164930,890232402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-329861,780464804	-1373944,19313883	-357110,316104611	0	0	0	0	-164930,890232402	-686972,096569414	-178555,158052305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-357110,316104611	-1443043,00224708	-364411,18501893	0	0	0	0	-178555,158052305	-721521,501123541	-182205,592509465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	-364411,18501893	-1457644,74007572	-364411,18501893	0	0	0	0	-182205,592509465	-728822,37003786	-182205,592509465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	-364411,18501893	-1443043,00224708	-357110,316104611	0	0	0	0	-182205,592509465	-721521,501123541	-178555,158052305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	-357110,316104611	-1373944,19313883	-329861,780464804	0	0	0	0	-178555,158052305	-686972,096569414	-164930,890232402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	-329861,780464804	-659723,560929607	0	0	0	0	0	-164930,890232402	-329861,780464804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-329861,780464804	-164930,890232402	0	0	0	0	0	-1511465,98860959	-755732,994304793	0	0	0	0	0	-425871,213839989	-212935,606919995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-164930,890232402	-686972,096569414	-178555,158052305	0	0	0	0	-755732,994304793	-3205700,19897052	-847117,105180469	0	0	0	0	-212935,606919995	-915878,002915848	-245003,394537929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-178555,158052305	-721521,501123541	-182205,592509465	0	0	0	0	-847117,105180469	-3441849,52062881	-873807,655133937	0	0	0	0	-245003,394537929	-999403,259190865	-254698,235057503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	-182205,592509465	-728822,37003786	-182205,592509465	0	0	0	0	-873807,655133937	-3495230,62053575	-873807,655133937	0	0	0	0	-254698,235057503	-1018792,94023001	-254698,235057503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
