-322321,103861654	236726,805798912	0	236726,805798912	317307,081764325	0	0	0	0	
236726,805798912	-701353,951883872	208370,933718629	317307,081764325	445097,739517541	303129,145724184	0	0	0	
0	208370,933718629	-379032,848022219	0	303129,145724184	208370,933718629	0	0	0	
236726,805798912	317307,081764325	0	-701353,951883872	445097,739517541	0	208370,933718629	303129,145724184	0	
317307,081764325	445097,739517541	303129,145724184	445097,739517541	-1485987,16301228	403458,109895274	303129,145724184	403458,109895274	296487,266953192	
0	303129,145724184	208370,933718629	0	403458,109895274	-784633,211128405	0	296487,266953192	195087,176176645	
0	0	0	208370,933718629	303129,145724184	0	-379032,848022219	208370,933718629	0	
0	0	0	303129,145724184	403458,109895274	296487,266953192	208370,933718629	-784633,211128405	195087,176176645	
0	0	0	0	296487,266953192	195087,176176645	0	195087,176176645	-405600,363106186	
